"datasetName","basisOfRecord","recordedBy","eventID","parentEventID","eventDate_setup","eventDate_collect","eventDate","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","locationID_site","locationID_trap","country","countryCode","stateProvince","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","georeferenceProtocol","georeferenceSources","identifiedBy","dung_type","Digitonthophagus gazella","Onthophagus sagittarius","Liatongus militaris","Onitis alexis","Onitis viridulus","Euoniticellus intermedius","Sisyphus spinipes","Sisyphus rubrus","Copris elphenor","Onthophagus nigriventris","Onthophagus binodis","Onitis caffer","Onitis pecuarius","Euoniticellus africanus","Onitis vanderkelleni","Onthophagus obliquus"
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Burketown_2001-07-02_a","Burketown_2001-07-02",2001-07-02,2001-07-03,"2001-07-02/2001-07-03",183,184,2001,7,2,"2001-07-02 2001-07-03","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Burketown","Burketown 1","Australia","AUS","Queensland","Burke","26 km E Burketown",-17.8178329,139.3769989,"EPSG:4326",56,0.000166666666666667,"17 49.070 S","139 22.620 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Burketown_2001-07-02_b","Burketown_2001-07-02",2001-07-02,2001-07-03,"2001-07-02/2001-07-03",183,184,2001,7,2,"2001-07-02 2001-07-03","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Burketown","Burketown 2","Australia","AUS","Queensland","Burke","22 km E Burketown",-17.8323326,139.4186707,"EPSG:4326",56,0.000166666666666667,"17 49.940 S","139 25.120 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-07-23_a","Charters Towers 3_2001-07-23",2001-07-23,2001-07-24,"2001-07-23/2001-07-24",204,205,2001,7,23,"2001-07-23 2001-07-24","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 1","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",55,0.000166666666666667,"19 49.680 S","145 17.090 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-07-23_b","Charters Towers 3_2001-07-23",2001-07-23,2001-07-24,"2001-07-23/2001-07-24",204,205,2001,7,23,"2001-07-23 2001-07-24","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 2","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",6337,0.000166666666666667,"19 49.68 S","145 17.09 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-08-14_a","Charters Towers 3_2001-08-14",2001-08-14,2001-08-15,"2001-08-14/2001-08-15",226,227,2001,8,14,"2001-08-14 2001-08-15","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 1","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",55,0.000166666666666667,"19 49.680 S","145 17.090 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-08-14_b","Charters Towers 3_2001-08-14",2001-08-14,2001-08-15,"2001-08-14/2001-08-15",226,227,2001,8,14,"2001-08-14 2001-08-15","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 2","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",6337,0.000166666666666667,"19 49.68 S","145 17.09 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-09-14_a","Charters Towers 3_2001-09-14",2001-09-14,2001-09-15,"2001-09-14/2001-09-15",257,258,2001,9,14,"2001-09-14 2001-09-15","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 1","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",55,0.000166666666666667,"19 49.680 S","145 17.090 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-09-14_b","Charters Towers 3_2001-09-14",2001-09-14,2001-09-15,"2001-09-14/2001-09-15",257,258,2001,9,14,"2001-09-14 2001-09-15","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 2","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",6337,0.000166666666666667,"19 49.68 S","145 17.09 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-11-01_a","Charters Towers 3_2001-11-01",2001-11-01,2001-11-02,"2001-11-01/2001-11-02",305,306,2001,11,1,"2001-11-01 2001-11-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 1","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",55,0.000166666666666667,"19 49.680 S","145 17.090 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-11-01_b","Charters Towers 3_2001-11-01",2001-11-01,2001-11-02,"2001-11-01/2001-11-02",305,306,2001,11,1,"2001-11-01 2001-11-02","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 2","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",6337,0.000166666666666667,"19 49.68 S","145 17.09 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",94,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-11-28_a","Charters Towers 3_2001-11-28",2001-11-28,2001-11-29,"2001-11-28/2001-11-29",332,333,2001,11,28,"2001-11-28 2001-11-29","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 1","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",55,0.000166666666666667,"19 49.680 S","145 17.090 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2001-11-28_b","Charters Towers 3_2001-11-28",2001-11-28,2001-11-29,"2001-11-28/2001-11-29",332,333,2001,11,28,"2001-11-28 2001-11-29","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 2","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",6337,0.000166666666666667,"19 49.68 S","145 17.09 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2002-01-19_a","Charters Towers 3_2002-01-19",2002-01-19,2002-01-20,"2002-01-19/2002-01-20",19,20,2002,1,19,"2002-01-19 2002-01-20","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 1","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",55,0.000166666666666667,"19 49.680 S","145 17.090 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",7,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2002-01-19_b","Charters Towers 3_2002-01-19",2002-01-19,2002-01-20,"2002-01-19/2002-01-20",19,20,2002,1,19,"2002-01-19 2002-01-20","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 2","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",6337,0.000166666666666667,"19 49.68 S","145 17.09 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",1,0,6,0,0,10,0,3,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2002-05-09_a","Charters Towers 3_2002-05-09",2002-05-09,2002-05-10,"2002-05-09/2002-05-10",129,130,2002,5,9,"2002-05-09 2002-05-10","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 1","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",55,0.000166666666666667,"19 49.680 S","145 17.090 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",8,0,2,26,0,42,0,2,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Charters Towers 3_2002-05-09_b","Charters Towers 3_2002-05-09",2002-05-09,2002-05-10,"2002-05-09/2002-05-10",129,130,2002,5,9,"2002-05-09 2002-05-10","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Charters Towers 3","Charters Towers 3 2","Australia","AUS","Queensland","Charters Towers","10 km NNW Basalt",-19.8279991,145.2848358,"EPSG:4326",6337,0.000166666666666667,"19 49.68 S","145 17.09 E","degrees decimal minutes","EPSG:4326","coordinates taken from the other trap at the same site, coordinateUncertaintyInMeters includes additional uncertainty associated with the unknown trap location within the site","GPS","QDBPP","cattle",1,0,2,1,1,1,0,14,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-05-23_a","Marlborough 1_2001-05-23",2001-05-23,2001-05-24,"2001-05-23/2001-05-24",143,144,2001,5,23,"2001-05-23 2001-05-24","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",64,0,4,0,1,24,1,1,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-05-23_b","Marlborough 1_2001-05-23",2001-05-23,2001-05-24,"2001-05-23/2001-05-24",143,144,2001,5,23,"2001-05-23 2001-05-24","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",19,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-08-04_a","Marlborough 1_2001-08-04",2001-08-04,2001-08-05,"2001-08-04/2001-08-05",216,217,2001,8,4,"2001-08-04 2001-08-05","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",1,0,6,1,6,11,3,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-08-04_b","Marlborough 1_2001-08-04",2001-08-04,2001-08-05,"2001-08-04/2001-08-05",216,217,2001,8,4,"2001-08-04 2001-08-05","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-09-10_a","Marlborough 1_2001-09-10",2001-09-10,2001-09-11,"2001-09-10/2001-09-11",253,254,2001,9,10,"2001-09-10 2001-09-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",14,0,1,2,5,85,35,5,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-09-10_b","Marlborough 1_2001-09-10",2001-09-10,2001-09-11,"2001-09-10/2001-09-11",253,254,2001,9,10,"2001-09-10 2001-09-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",3,0,1,0,3,22,6,2,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-10-10_a","Marlborough 1_2001-10-10",2001-10-10,2001-10-11,"2001-10-10/2001-10-11",283,284,2001,10,10,"2001-10-10 2001-10-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",1,0,0,1,2,9,0,8,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-10-10_b","Marlborough 1_2001-10-10",2001-10-10,2001-10-11,"2001-10-10/2001-10-11",283,284,2001,10,10,"2001-10-10 2001-10-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",2,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-11-06_a","Marlborough 1_2001-11-06",2001-11-06,2001-11-07,"2001-11-06/2001-11-07",310,311,2001,11,6,"2001-11-06 2001-11-07","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",7,0,51,0,0,55,2,18,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-11-06_b","Marlborough 1_2001-11-06",2001-11-06,2001-11-07,"2001-11-06/2001-11-07",310,311,2001,11,6,"2001-11-06 2001-11-07","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",15,0,30,0,0,56,6,212,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-12-12_a","Marlborough 1_2001-12-12",2001-12-12,2001-12-13,"2001-12-12/2001-12-13",346,347,2001,12,12,"2001-12-12 2001-12-13","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",9,0,2,0,0,122,11,113,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2001-12-12_b","Marlborough 1_2001-12-12",2001-12-12,2001-12-13,"2001-12-12/2001-12-13",346,347,2001,12,12,"2001-12-12 2001-12-13","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",44,0,5,0,0,93,1,43,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2002-01-06_a","Marlborough 1_2002-01-06",2002-01-06,2002-01-07,"2002-01-06/2002-01-07",6,7,2002,1,6,"2002-01-06 2002-01-07","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",54,0,5,0,0,223,2,24,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2002-01-06_b","Marlborough 1_2002-01-06",2002-01-06,2002-01-07,"2002-01-06/2002-01-07",6,7,2002,1,6,"2002-01-06 2002-01-07","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",45,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2002-02-18_a","Marlborough 1_2002-02-18",2002-02-18,2002-02-19,"2002-02-18/2002-02-19",49,50,2002,2,18,"2002-02-18 2002-02-19","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",208,0,3,0,0,429,7,103,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2002-02-18_b","Marlborough 1_2002-02-18",2002-02-18,2002-02-19,"2002-02-18/2002-02-19",49,50,2002,2,18,"2002-02-18 2002-02-19","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",188,0,0,0,0,96,0,1,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2002-03-10_a","Marlborough 1_2002-03-10",2002-03-10,2002-03-11,"2002-03-10/2002-03-11",69,70,2002,3,10,"2002-03-10 2002-03-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 1","Australia","AUS","Queensland","Rockhampton","17 km SSW Glenroy",-23.0336666,149.8523407,"EPSG:4326",55,0.000166666666666667,"23 02.02 S","149 51.14 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",40,0,2,0,0,206,0,56,0,0,0,0,0,0,0,0
"Queensland Dung Beetle Project","PreservedSpecimen","QDBPP","Marlborough 1_2002-03-10_b","Marlborough 1_2002-03-10",2002-03-10,2002-03-11,"2002-03-10/2002-03-11",69,70,2002,3,10,"2002-03-10 2002-03-11","pasture","QLD project pitfall trap baited with 1 L (+/- 0.1 L) cattle dung wrapped in gauze (no preservative)",1,"day","1 trap","Marlborough 1","Marlborough 1 2","Australia","AUS","Queensland","Rockhampton","12 km S Glenroy",-23.0813332,149.8341675,"EPSG:4326",55,0.000166666666666667,"23 04.88 S","149 50.05 E","degrees decimal minutes","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","QDBPP","cattle",68,0,1,0,0,124,0,8,0,0,0,0,0,0,0,0
