"datasetName","basisOfRecord","recordedBy","eventID","parentEventID","eventDate_setup","eventDate_collect","eventDate","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID_site","locationID_trap","country","countryCode","stateProvince","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","georeferenceProtocol","georeferenceSources","identifiedBy","dung_type","Onthophagus taurus","Euoniticellus fulvus","Euoniticellus pallipes","Onitis aygulus","Onthophagus binodis","Onitis alexis","Euoniticellus intermedius","Bubas bison","Onthophagus ferox","Onthophagus vermiculatus","Copris hispanus"
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikine_2012-10-30_a","Narrikine_2012-10-30",2012-10-30,2012-10-31,"2012-10-30/2012-10-31",304,305,2012,10,30,"2012-10-30 2012-10-31 13:36:25","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikine","Narrikine Trap 2","Australia","AUS","Western Australia","Williams","14 km ESE Williams",-32.968848,116.751078,"EPSG:4326",31,1e-05,-32.968848,116.751078,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",36,1,4,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Duranillin_2012-10-30_b","Duranillin_2012-10-30",2012-10-30,2012-10-31,"2012-10-30/2012-10-31",304,305,2012,10,30,"2012-10-30 2012-10-31 12:07:34","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Duranillin","Duranillin Trap 1","Australia","AUS","Western Australia","West Arthur","6 km WSW Duranillin",-33.479275,116.827276,"EPSG:4326",31,1e-05,-33.479275,116.827276,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",1,0,0,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikine_2012-10-30_b","Narrikine_2012-10-30",2012-10-30,2012-10-31,"2012-10-30/2012-10-31",304,305,2012,10,30,"2012-10-30 2012-10-31 13:35:38","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikine","Narrikine Trap 1","Australia","AUS","Western Australia","Williams","14 km ESE Williams",-32.968845,116.751078,"EPSG:4326",31,1e-05,-32.968845,116.751078,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",59,1,12,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikup_2012-10-29_b","Narrikup_2012-10-29",2012-10-29,2012-10-30,"2012-10-29/2012-10-30",303,304,2012,10,29,"2012-10-29 2012-10-30 16:25:27","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikup","Narrikup Trap 1","Australia","AUS","Western Australia","Plantagenet","6 km SSW Narrikup",-34.725057,117.728324,"EPSG:4326",31,1e-05,-34.725057,117.728324,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",4,0,0,0,1,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2012-10-28_a","Manjimup_2012-10-28",2012-10-28,2012-10-29,"2012-10-28/2012-10-29",302,303,2012,10,28,"2012-10-28 2012-10-29","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 2","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322194,116.087985,"EPSG:4326",31,1e-05,-34.322194,116.087985,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",11,0,0,0,0,0,0,0,0,1,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2012-10-28_b","Manjimup_2012-10-28",2012-10-28,2012-10-29,"2012-10-28/2012-10-29",302,303,2012,10,28,"2012-10-28 2012-10-29","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 1","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322199,116.087979,"EPSG:4326",31,1e-05,-34.322199,116.087979,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",8,0,0,0,0,0,0,0,0,1,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Quairading_2012-11-07_a","Quairading_2012-11-07",2012-11-07,2012-11-08,"2012-11-07/2012-11-08",312,313,2012,11,7,"2012-11-07 2012-11-08 12:18:34","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Quairading","Quairading Trap 1","Australia","AUS","Western Australia","Corrigin","6 km ESE Adamsvale",-32.188179,117.666051,"EPSG:4326",31,1e-05,-32.188179,117.666051,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",1,0,10,1,0,35,28,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Clackline_2012-11-07_a","Clackline_2012-11-07",2012-11-07,2012-11-08,"2012-11-07/2012-11-08",312,313,2012,11,7,"2012-11-07 2012-11-08 14:35:31","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Clackline","Clackline Trap 1","Australia","AUS","Western Australia","Northam","2 km S Mokine",-31.729248,116.574213,"EPSG:4326",31,1e-05,-31.729248,116.574213,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",80,0,5,0,0,0,0,3,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Quairading_2012-11-07_b","Quairading_2012-11-07",2012-11-07,2012-11-08,"2012-11-07/2012-11-08",312,313,2012,11,7,"2012-11-07 2012-11-08 12:21:25","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Quairading","Quairading Trap 2","Australia","AUS","Western Australia","Corrigin","6 km ESE Adamsvale",-32.188177,117.665843,"EPSG:4326",31,1e-05,-32.188177,117.665843,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,10,5,0,65,29,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Clackline_2012-11-07_b","Clackline_2012-11-07",2012-11-07,2012-11-08,"2012-11-07/2012-11-08",312,313,2012,11,7,"2012-11-07 2012-11-08 14:36:29","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Clackline","Clackline Trap 2","Australia","AUS","Western Australia","Northam","2 km S Mokine",-31.729294,116.574014,"EPSG:4326",31,1e-05,-31.729294,116.574014,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",77,0,1,0,0,0,0,1,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Badgingarra_2012-11-19_a","Badgingarra_2012-11-19",2012-11-19,2012-11-20,"2012-11-19/2012-11-20",324,325,2012,11,19,"2012-11-19 2012-11-20 13:17:13","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Badgingarra","Badgingarra Trap 2","Australia","AUS","Western Australia","Dandaragan","8 km NNE Boothendarra",-30.277745,115.591987,"EPSG:4326",31,1e-05,-30.277745,115.591987,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",38,0,1,14,0,43,30,1,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2012-11-19_a","Bullsbrook_2012-11-19",2012-11-19,2012-11-20,"2012-11-19/2012-11-20",324,325,2012,11,19,"2012-11-19 2012-11-20 15:16:30","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 2","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711522,116.007969,"EPSG:4326",31,1e-05,-31.711522,116.007969,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",36,0,1,0,0,1,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2012-11-19_b","Bullsbrook_2012-11-19",2012-11-19,2012-11-20,"2012-11-19/2012-11-20",324,325,2012,11,19,"2012-11-19 2012-11-20 15:15:56","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 1","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711725,116.008171,"EPSG:4326",31,1e-05,-31.711725,116.008171,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",50,0,3,1,0,10,5,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Badgingarra_2012-11-19_b","Badgingarra_2012-11-19",2012-11-19,2012-11-20,"2012-11-19/2012-11-20",324,325,2012,11,19,"2012-11-19 2012-11-20 13:16:06","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Badgingarra","Badgingarra Trap 1","Australia","AUS","Western Australia","Dandaragan","8 km NNE Boothendarra",-30.277467,115.591779,"EPSG:4326",31,1e-05,-30.277467,115.591779,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",22,0,0,2,0,20,6,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Jingalup_2012-11-27_a","Jingalup_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28 10:49:28","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Jingalup","Jingalup Trap 1","Australia","AUS","Western Australia","Kojonup","7 km ENE Jingalup",-34.004007,116.972397,"EPSG:4326",31,1e-05,-34.004007,116.972397,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",5,0,1,1,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Kojonup_2012-11-27_a","Kojonup_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28 10:51:14","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Kojonup","Kojonup Trap 1","Australia","AUS","Western Australia","Kojonup","8 km N Kojonup",-33.908095,117.182348,"EPSG:4326",31,1e-05,-33.908095,117.182348,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",13,1,1,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Kojonup_2012-11-27_b","Kojonup_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28 11:23:27","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Kojonup","Kojonup Trap 2","Australia","AUS","Western Australia","Kojonup","8 km N Kojonup",-33.908102,117.182336,"EPSG:4326",31,1e-05,-33.908102,117.182336,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",12,0,1,2,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikup_2012-11-26_a","Narrikup_2012-11-26",2012-11-26,2012-11-27,"2012-11-26/2012-11-27",331,332,2012,11,26,"2012-11-26 2012-11-27 16:13:44","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikup","Narrikup Trap 1","Australia","AUS","Western Australia","Plantagenet","6 km SSW Narrikup",-34.725057,117.728324,"EPSG:4326",31,1e-05,-34.725057,117.728324,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",14,0,0,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikup_2012-11-26_b","Narrikup_2012-11-26",2012-11-26,2012-11-27,"2012-11-26/2012-11-27",331,332,2012,11,26,"2012-11-26 2012-11-27 16:14:33","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikup","Narrikup Trap 2","Australia","AUS","Western Australia","Plantagenet","6 km SSW Narrikup",-34.725057,117.728324,"EPSG:4326",31,1e-05,-34.725057,117.728324,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",15,3,0,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Duranillin_2012-11-27_a","Duranillin_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28 12:33:16","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Duranillin","Duranillin Trap 2","Australia","AUS","Western Australia","West Arthur","6 km WSW Duranillin",-33.479177,116.827388,"EPSG:4326",31,1e-05,-33.479177,116.827388,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",25,1,2,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikine_2012-11-27_a","Narrikine_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28 14:03:57","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikine","Narrikine Trap 2","Australia","AUS","Western Australia","Williams","14 km ESE Williams",-32.968848,116.751078,"EPSG:4326",31,1e-05,-32.968848,116.751078,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",99,0,5,10,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Jingalup_2012-11-27_b","Jingalup_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28 10:50:42","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Jingalup","Jingalup Trap 2","Australia","AUS","Western Australia","Kojonup","7 km ENE Jingalup",-34.003891,116.97241,"EPSG:4326",31,1e-05,-34.003891,116.97241,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",5,0,0,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Narrikine_2012-11-27_b","Narrikine_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28 14:03:13","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Narrikine","Narrikine Trap 1","Australia","AUS","Western Australia","Williams","14 km ESE Williams",-32.968845,116.751078,"EPSG:4326",31,1e-05,-32.968845,116.751078,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",133,0,15,13,0,2,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Duranillin_2012-11-27_b","Duranillin_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28 12:32:30","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Duranillin","Duranillin Trap 1","Australia","AUS","Western Australia","West Arthur","6 km WSW Duranillin",-33.479275,116.827276,"EPSG:4326",31,1e-05,-33.479275,116.827276,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",41,1,3,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Quairading_2012-12-04_a","Quairading_2012-12-04",2012-12-04,2012-12-05,"2012-12-04/2012-12-05",339,340,2012,12,4,"2012-12-04 2012-12-05 13:27:43","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Quairading","Quairading Trap 1","Australia","AUS","Western Australia","Corrigin","6 km ESE Adamsvale",-32.188179,117.666051,"EPSG:4326",31,1e-05,-32.188179,117.666051,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,0,0,0,11,16,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Quairading_2012-12-04_b","Quairading_2012-12-04",2012-12-04,2012-12-05,"2012-12-04/2012-12-05",339,340,2012,12,4,"2012-12-04 2012-12-05 13:28:16","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Quairading","Quairading Trap 2","Australia","AUS","Western Australia","Corrigin","6 km ESE Adamsvale",-32.188177,117.665843,"EPSG:4326",31,1e-05,-32.188177,117.665843,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",0,0,2,1,0,15,10,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Clackline_2012-12-04_a","Clackline_2012-12-04",2012-12-04,2012-12-05,"2012-12-04/2012-12-05",339,340,2012,12,4,"2012-12-04 2012-12-05 15:15:36","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Clackline","Clackline Trap 1","Australia","AUS","Western Australia","Northam","2 km S Mokine",-31.729248,116.574213,"EPSG:4326",31,1e-05,-31.729248,116.574213,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",303,0,21,0,0,3,3,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Clackline_2012-12-04_b","Clackline_2012-12-04",2012-12-04,2012-12-05,"2012-12-04/2012-12-05",339,340,2012,12,4,"2012-12-04 2012-12-05 15:16:41","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Clackline","Clackline Trap 2","Australia","AUS","Western Australia","Northam","2 km S Mokine",-31.729294,116.574014,"EPSG:4326",31,1e-05,-31.729294,116.574014,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",102,0,13,2,0,11,2,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2012-11-27_a","Manjimup_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 1","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322199,116.087979,"EPSG:4326",31,1e-05,-34.322199,116.087979,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",541,60,0,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Manjimup_2012-11-27_b","Manjimup_2012-11-27",2012-11-27,2012-11-28,"2012-11-27/2012-11-28",332,333,2012,11,27,"2012-11-27 2012-11-28","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Manjimup","Manjimup Trap 2","Australia","AUS","Western Australia","Manjimup","2 km NNW Jardee",-34.322194,116.087985,"EPSG:4326",31,1e-05,-34.322194,116.087985,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",376,62,0,0,2,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Vasse_2012-11-22_a","Vasse_2012-11-22",2012-11-22,2012-11-23,"2012-11-22/2012-11-23",327,328,2012,11,22,"2012-11-22 2012-11-23","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Vasse","Vasse Trap 1","Australia","AUS","Western Australia","Busselton","3 km SSW Chapman Hill",-33.750399,115.337179,"EPSG:4326",31,1e-05,-33.750399,115.337179,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",22,0,1,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Vasse_2012-11-22_b","Vasse_2012-11-22",2012-11-22,2012-11-23,"2012-11-22/2012-11-23",327,328,2012,11,22,"2012-11-22 2012-11-23","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Vasse","Vasse Trap 2","Australia","AUS","Western Australia","Busselton","3 km SSW Chapman Hill",-33.7504,115.337179,"EPSG:4326",31,1e-05,-33.7504,115.337179,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",25,0,0,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Duranillin_2012-12-17_a","Duranillin_2012-12-17",2012-12-17,2012-12-18,"2012-12-17/2012-12-18",352,353,2012,12,17,"2012-12-17 2012-12-18 13:07:51","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Duranillin","Duranillin Trap 1","Australia","AUS","Western Australia","West Arthur","6 km WSW Duranillin",-33.479275,116.827276,"EPSG:4326",31,1e-05,-33.479275,116.827276,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",277,3,47,0,0,0,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2012-12-11_a","Bullsbrook_2012-12-11",2012-12-11,2012-12-12,"2012-12-11/2012-12-12",346,347,2012,12,11,"2012-12-11 2012-12-12 09:27:41","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 1","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711725,116.008171,"EPSG:4326",31,1e-05,-31.711725,116.008171,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",123,0,8,0,0,2,0,0,0,0,0
"South-Western Australian Dung Beetle Survey and Monitoring Project","PreservedSpecimen","DAFWA","Bullsbrook_2012-12-11_b","Bullsbrook_2012-12-11",2012-12-11,2012-12-12,"2012-12-11/2012-12-12",346,347,2012,12,11,"2012-12-11 2012-12-12 09:28:33","pasture","CSIRO pitfall trap baited with 1L (+/- 0.1L) cattle dung wrapped in gauze (ethanol preservative)",1,"day","1 trap",,"Bullsbrook","Bullsbrook Trap 2","Australia","AUS","Western Australia","Swan","5 km N Bullsbrook",-31.711522,116.007969,"EPSG:4326",31,1e-05,-31.711522,116.007969,"decimal degrees","EPSG:4326","coordinates from GPS device, coordinateUncertaintyInMeters includes an assumed GPS uncertainty of 30 m","GPS","DAFWA","cattle",137,0,10,0,0,2,2,0,0,0,0
